StationID	Station	VisitDate	Time	Test	Symbol	Stratum	Result	Depth	Lab	FieldID
19	Main Lake	08/18/1992	1500	Potassium		H	1.4	99	NY	9228140
19	Main Lake	08/18/1992	1500	Sodium		H	7.9	99	NY	9228140
19	Main Lake	08/18/1992	1500	Total Ammonia		H	0.002	99	NY	9228140
19	Main Lake	08/18/1992	1500	Total Kjeldahl Nitrogen		H	0.16	99	NY	9228140
19	Main Lake	08/18/1992	1500	Total Nitrate-Nitrite		H	0.32	99	NY	9228140
19	Main Lake	08/18/1992	1500	Total Nitrogen		H	0.5	99	VT	9228140
19	Main Lake	08/18/1992	1500	Total Organic Carbon		H	4.1	99	NY	9228140
19	Main Lake	08/18/1992	1500	Total Phosphorus		H	12	99	NY	9228140
19	Main Lake	08/18/1992	1500	Total Phosphorus		H	13	99	VT	9228140
19	Main Lake	08/18/1992	1530	Alkalinity		E	50.6	COM	VT	9228141
19	Main Lake	08/18/1992	1530	Chloride		E	10.9	COM	VT	9228141
19	Main Lake	08/18/1992	1530	Chlorophyll-a			6.6	12	NY	9228141
19	Main Lake	08/18/1992	1530	Dissolved Inorganic Carbon		E	13	COM	NY	9228141
19	Main Lake	08/18/1992	1530	Dissolved Organic Carbon		E	4.4	COM	NY	9228141
19	Main Lake	08/18/1992	1530	Dissolved Phosphorus		E	6	COM	VT	9228141
19	Main Lake	08/18/1992	1530	Dissolved Phosphorus		E	7	COM	NY	9228141
19	Main Lake	08/18/1992	1530	Dissolved Silica		E	0.14	COM	VT	9228141
19	Main Lake	08/18/1992	1530	Iron		E	12	COM	NY	9228141
19	Main Lake	08/18/1992	1530	Lead	<	E	10	COM	NY	9228141
19	Main Lake	08/18/1992	1530	Magnesium		E	4	COM	NY	9228141
19	Main Lake	08/18/1992	1530	Ortho-Phosphorus	<	E	1	COM	NY	9228141
19	Main Lake	08/18/1992	1530	Potassium		E	1.4	COM	NY	9228141
19	Main Lake	08/18/1992	1530	Secchi Depth			6			9228141
19	Main Lake	08/18/1992	1530	Sodium		E	8	COM	NY	9228141
19	Main Lake	08/18/1992	1530	Total Ammonia		E	0.008	COM	NY	9228141
19	Main Lake	08/18/1992	1530	Total Kjeldahl Nitrogen		E	0.22	COM	NY	9228141
19	Main Lake	08/18/1992	1530	Total Nitrate-Nitrite		E	0.27	COM	NY	9228141
19	Main Lake	08/18/1992	1530	Total Nitrogen		E	0.41	COM	VT	9228141
19	Main Lake	08/18/1992	1530	Total Organic Carbon		E	6.5	COM	NY	9228141
19	Main Lake	08/18/1992	1530	Total Phosphorus		E	8	COM	NY	9228141
19	Main Lake	08/18/1992	1530	Total Phosphorus		E	17	COM	VT	9228141
19	Main Lake	08/18/1992	1530	Total Suspended Solids		E	0.38	COM	VT	9228141
19	Main Lake	09/02/92	1415	Alkalinity		E	51.8	COM	VT	9228163
19	Main Lake	09/02/92	1415	Chloride		E	11.6	COM	VT	9228163
19	Main Lake	09/02/92	1415	Chlorophyll-a			6.7	12.6	NY	9228163
19	Main Lake	09/02/92	1415	Dissolved Inorganic Carbon		E	12	COM	NY	9228163
19	Main Lake	09/02/92	1415	Dissolved Organic Carbon		E	5.9	COM	NY	9228163
19	Main Lake	09/02/92	1415	Dissolved Phosphorus		E	6	COM	VT	9228163
19	Main Lake	09/02/92	1415	Dissolved Silica		E	0.11	COM	VT	9228163
19	Main Lake	09/02/92	1415	Iron	<	E	10	COM	NY	9228163
19	Main Lake	09/02/92	1415	Lead	<	E	10	COM	NY	9228163
19	Main Lake	09/02/92	1415	Magnesium		E	3.8	COM	NY	9228163
19	Main Lake	09/02/92	1415	Ortho-Phosphorus		E	4	COM	VT	9228163
19	Main Lake	09/02/92	1415	Potassium		E	1.4	COM	NY	9228163
19	Main Lake	09/02/92	1415	Secchi Depth			6.3			9228163
19	Main Lake	09/02/92	1415	Sodium		E	7.8	COM	NY	9228163
19	Main Lake	09/02/92	1415	Total Ammonia		E	0.011	COM	NY	9228163
19	Main Lake	09/02/92	1415	Total Kjeldahl Nitrogen		E	0.32	COM	NY	9228163
19	Main Lake	09/02/92	1415	Total Nitrate-Nitrite		E	0.07	COM	NY	9228163
